Id,MSSubClass,MSZoning,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,MasVnrArea,Foundation,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,Heating,CentralAir,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,PoolArea,YrSold,MoSold,SalePrice
487,40,RM,8225,Pave,IR1,Bnk,NoSewr,Corner,CollgCr,Artery,Twnhs,2Story,9,3,1989,1977,Gambrel,Wd Sdng,154.0,BrkTil,827.0,165,58,GasA,Y,1863,845,1078,1,3,0,2,2,7,2,3,739.0,231,258,5,2006,3,350607.56892397645
488,50,RL,18146,Grvl,IR3,Bnk,NoSewr,CulDSac,Edwards,Norm,2fmCon,SLvl,2,2,1961,1976,Flat,HdBoard,271.0,PConc,32.0,702,1381,Wall,N,2411,417,3188,2,2,0,3,1,5,1,0,653.0,250,228,23,2006,2,360260.3339574766
489,20,RH,6316,Grvl,IR3,Lvl,AllPub,Inside,NAmes,Norm,Duplex,1Story,9,8,1951,2014,Gable,VinylSd,265.0,PConc,503.0,768,703,Grav,N,1089,855,2151,0,1,0,1,1,8,2,0,825.0,84,222,65,2006,5,357192.73951142794
490,60,C,10699,Pave,IR1,Lvl,AllPub,Corner,CollgCr,Feedr,1Fam,SLvl,3,3,1977,1983,Hip,MetalSd,359.0,BrkTil,626.0,838,647,GasA,N,2249,1467,2502,1,3,2,2,2,8,1,1,171.0,318,98,39,2007,1,386471.5924366962
491,90,RH,17337,Grvl,IR3,Low,NoSewr,FR2,CollgCr,RRAn,Twnhs,1.5Fin,4,6,2016,2011,Hip,MetalSd,331.0,PConc,1026.0,217,1274,Grav,N,1027,598,2457,0,2,1,4,1,7,2,0,657.0,192,246,14,2009,5,384707.50263311056
492,60,C,11807,Pave,IR3,Lvl,AllPub,Inside,Edwards,RRAn,Twnhs,1Story,1,2,1959,2011,Hip,HdBoard,405.0,CBlock,41.0,870,890,Grav,N,1040,1146,2728,1,1,1,4,2,7,1,3,518.0,122,44,52,2009,10,381324.214536548
493,20,FV,11674,Grvl,IR3,Lvl,AllPub,Corner,Edwards,Feedr,2fmCon,2Story,1,7,2006,1987,Gambrel,,15.0,BrkTil,8.0,274,435,GasW,Y,1939,419,1406,2,3,2,4,1,8,2,0,854.0,424,272,84,2006,4,284993.91718273546
494,70,RH,8683,Pave,IR1,Lvl,NoSewr,Inside,Edwards,Artery,1Fam,1Story,1,4,1986,1975,Gambrel,VinylSd,11.0,PConc,999.0,51,145,Grav,Y,1990,215,1848,1,3,2,5,1,4,0,2,864.0,88,4,81,2008,12,352419.9932158324
495,60,FV,12227,Pave,IR1,Low,NoSewr,FR2,NAmes,Feedr,Duplex,2Story,9,9,2013,1973,Flat,MetalSd,74.0,CBlock,818.0,373,858,Grav,N,874,1443,3376,1,1,1,5,1,8,0,2,812.0,94,10,4,2007,6,505775.6408151684
496,80,RM,8273,Pave,IR1,HLS,NoSewr,Corner,OldTown,Feedr,2fmCon,SLvl,8,10,1989,1988,Hip,Wd Sdng,211.0,CBlock,656.0,669,977,GasA,Y,790,708,3273,1,2,1,5,2,4,0,0,527.0,374,38,88,2008,12,482643.97218688764
497,40,RM,12000,Grvl,IR3,Lvl,AllPub,CulDSac,Edwards,Artery,1Fam,SLvl,5,9,2009,1970,Hip,Wd Sdng,178.0,PConc,1165.0,362,1375,Grav,N,542,550,828,0,2,0,5,1,5,1,1,319.0,299,41,35,2008,5,312488.24921475514
498,50,RL,5145,Pave,IR1,Lvl,AllPub,CulDSac,OldTown,RRAn,2fmCon,2Story,5,7,1997,1996,Hip,HdBoard,128.0,BrkTil,,566,1593,Grav,N,2387,965,1755,1,3,1,1,1,4,2,2,36.0,357,202,73,2006,9,396502.70666953403
499,20,RH,10010,Pave,IR3,Low,AllPub,Inside,NAmes,Feedr,2fmCon,2Story,9,8,1968,1997,Hip,Wd Sdng,282.0,CBlock,1459.0,13,1712,GasW,Y,2410,1251,1122,2,2,0,1,2,3,0,3,498.0,44,93,45,2010,5,389802.3993797119
500,50,FV,8040,Pave,Reg,HLS,AllPub,FR2,OldTown,RRAn,2fmCon,1.5Fin,3,3,1982,1962,Hip,VinylSd,194.0,CBlock,1050.0,780,1823,GasW,N,1576,1260,2676,1,3,0,4,1,3,1,1,664.0,252,4,22,2006,8,374610.0308369208
501,80,C,14654,Pave,IR3,Lvl,AllPub,Corner,BrkSide,Feedr,2fmCon,SLvl,3,5,1993,1952,Gable,Wd Sdng,267.0,CBlock,1066.0,339,244,GasA,Y,2311,1353,3160,1,1,1,2,2,11,2,0,264.0,452,51,87,2010,12,400873.68129635067
502,60,RM,19577,Pave,IR2,Bnk,NoSewr,FR2,OldTown,Artery,2fmCon,SLvl,7,2,1986,1981,Hip,HdBoard,29.0,CBlock,1154.0,601,1583,GasA,N,2406,832,1383,2,2,0,5,2,6,0,1,694.0,372,149,44,2007,2,363793.06426346465
503,60,RM,17868,Grvl,IR1,Low,AllPub,Corner,Edwards,Artery,2fmCon,1.5Fin,9,10,1985,1984,Gable,VinylSd,8.0,BrkTil,1239.0,538,300,GasW,Y,1755,1492,2093,2,1,0,2,2,7,0,1,667.0,478,204,9,2010,3,395991.56548162963
504,90,C,14776,Grvl,IR1,Lvl,AllPub,Inside,NAmes,Norm,2fmCon,SLvl,6,7,1970,1968,Hip,MetalSd,308.0,PConc,597.0,88,437,GasW,N,1735,679,3609,0,3,2,1,1,9,1,1,648.0,50,299,53,2006,3,435969.37768149195
505,80,FV,5482,Grvl,IR2,Lvl,AllPub,Corner,Edwards,Artery,Duplex,2Story,2,8,1951,1963,Gambrel,VinylSd,444.0,PConc,1368.0,904,867,Wall,N,507,486,3142,2,1,1,5,2,4,2,1,401.0,64,186,69,2006,3,388695.51157166954
506,20,FV,8179,Grvl,IR3,Bnk,NoSewr,FR2,BrkSide,Norm,Twnhs,1Story,1,9,1980,1997,Gambrel,HdBoard,309.0,PConc,1436.0,40,99,Grav,Y,2157,622,1455,2,2,2,1,1,11,1,0,601.0,53,152,76,2008,6,242948.58519069347
507,90,RH,6249,Grvl,Reg,Bnk,NoSewr,FR2,Edwards,Feedr,Duplex,1Story,2,7,1979,2017,Gable,HdBoard,164.0,CBlock,935.0,303,724,GasA,N,982,1438,1585,2,1,0,1,2,6,0,0,217.0,439,115,84,2006,7,290999.3924257642
508,40,RH,17960,Grvl,IR2,Low,NoSewr,Inside,Edwards,RRAn,2fmCon,SLvl,1,10,1993,1994,Hip,Wd Sdng,192.0,BrkTil,1269.0,267,813,GasA,N,541,218,1022,1,2,0,3,1,3,1,2,329.0,221,148,31,2006,7,270753.2295809254
509,90,RL,5630,Grvl,IR2,Low,AllPub,FR2,Edwards,Artery,2fmCon,1.5Fin,10,10,1961,1968,Gambrel,Wd Sdng,425.0,PConc,1472.0,137,479,Grav,Y,832,720,2922,0,2,2,1,2,10,1,2,185.0,465,219,42,2009,12,460673.074765325
510,30,RM,19996,Pave,IR3,Bnk,NoSewr,Corner,CollgCr,Artery,Duplex,2Story,10,8,2000,2013,Gambrel,MetalSd,304.0,BrkTil,1011.0,5,414,Grav,Y,1756,380,2949,2,2,2,4,2,6,0,3,380.0,71,191,14,2009,7,476875.34701480594
511,20,RH,13853,Grvl,IR1,Low,NoSewr,Inside,BrkSide,Artery,Duplex,1Story,9,9,1998,2015,Hip,MetalSd,259.0,PConc,20.0,241,164,GasA,Y,1593,86,3732,2,2,2,1,2,9,0,3,208.0,375,232,65,2008,12,536758.1793474322
512,30,FV,16695,Pave,IR3,Bnk,NoSewr,Corner,Edwards,Feedr,Twnhs,2Story,10,6,1973,2015,Hip,HdBoard,191.0,CBlock,998.0,161,1935,GasW,N,2402,1484,3020,2,2,0,5,1,5,2,2,562.0,473,220,14,2010,3,487233.5925610134
513,80,C,7852,Pave,IR2,Lvl,AllPub,FR2,Edwards,Norm,Duplex,SLvl,8,10,1973,1994,Gambrel,HdBoard,78.0,PConc,1431.0,691,1965,GasW,Y,1539,814,1827,1,3,1,4,2,11,2,2,287.0,167,46,80,2010,1,399709.05049420084
514,70,FV,15658,Grvl,IR2,Bnk,NoSewr,Inside,Edwards,Feedr,Twnhs,SLvl,7,2,2009,2016,Hip,HdBoard,178.0,CBlock,456.0,808,1661,Grav,Y,568,410,2483,1,1,0,1,1,7,0,1,87.0,185,126,19,2009,6,402382.4725141186
515,30,RM,5987,Pave,IR1,Bnk,AllPub,Corner,NAmes,RRAn,2fmCon,1Story,3,2,1960,2018,Flat,MetalSd,90.0,CBlock,1467.0,978,1325,GasA,Y,552,690,3242,0,3,2,4,1,7,0,2,135.0,142,290,49,2007,3,438793.9668495607
516,40,FV,12622,Pave,IR1,HLS,AllPub,FR2,CollgCr,Feedr,1Fam,SLvl,8,4,1962,1952,Hip,HdBoard,455.0,PConc,1013.0,517,973,Grav,N,1184,1012,2449,0,1,1,1,1,5,2,3,157.0,18,214,5,2009,3,461662.9719502686
517,90,RL,12327,Pave,IR1,Bnk,NoSewr,FR2,NAmes,RRAn,1Fam,1.5Fin,2,9,2013,1987,Gambrel,MetalSd,443.0,BrkTil,264.0,897,1144,GasW,Y,2470,524,1632,1,1,2,4,1,11,1,2,793.0,9,6,78,2007,3,330677.173496097
518,70,RM,14738,Pave,IR3,Bnk,AllPub,CulDSac,CollgCr,Artery,1Fam,SLvl,2,7,1969,1991,Gambrel,HdBoard,214.0,CBlock,183.0,782,87,Wall,N,1493,446,1803,2,1,0,2,1,5,0,1,154.0,471,183,16,2010,9,349144.9349130368
519,90,C,13841,Grvl,IR1,HLS,NoSewr,FR2,Edwards,RRAn,1Fam,SLvl,10,2,1977,1989,Gable,VinylSd,78.0,BrkTil,226.0,400,1240,Wall,N,2297,299,966,2,3,1,3,1,4,0,3,462.0,271,115,25,2009,12,387209.1370474998
520,30,RL,14160,Grvl,IR2,Low,AllPub,Corner,BrkSide,RRAn,2fmCon,SLvl,3,8,1951,1999,Flat,VinylSd,474.0,PConc,1269.0,783,572,GasW,Y,1902,407,3147,0,2,1,4,2,11,1,0,219.0,170,51,21,2006,4,386544.0504847584
521,90,RM,15829,Grvl,IR2,HLS,NoSewr,Inside,OldTown,Norm,1Fam,2Story,7,7,1992,1984,Gambrel,,414.0,CBlock,1096.0,155,813,Grav,N,2324,374,2816,2,2,0,5,2,11,2,2,458.0,414,45,72,2007,5,428515.6275958622
522,80,C,6100,Grvl,Reg,Lvl,NoSewr,CulDSac,OldTown,RRAn,Duplex,2Story,1,9,1957,1973,Flat,VinylSd,102.0,BrkTil,1173.0,84,178,Wall,N,1986,232,917,1,3,2,3,1,6,2,0,166.0,363,22,63,2007,3,243685.79534434955
523,70,RL,11652,Grvl,IR3,HLS,NoSewr,FR2,Edwards,RRAn,Duplex,1Story,8,8,1962,1966,Hip,MetalSd,110.0,CBlock,1092.0,711,1725,GasW,N,1026,637,3359,0,2,2,3,1,6,1,3,321.0,15,130,75,2007,10,476609.6695056731
524,80,RL,13632,Grvl,Reg,Lvl,AllPub,FR2,NAmes,Feedr,1Fam,1Story,7,3,1984,1989,Gambrel,Wd Sdng,455.0,PConc,968.0,9,162,GasA,N,2305,649,3459,1,1,2,1,2,8,0,2,690.0,79,126,85,2010,12,485101.837132984
525,30,RM,12421,Grvl,IR2,Low,NoSewr,FR2,BrkSide,Artery,Duplex,1Story,4,1,1972,2015,Gable,VinylSd,477.0,CBlock,804.0,137,592,Grav,N,2202,960,2609,1,2,0,4,2,11,1,0,840.0,283,264,57,2008,1,375174.38994244504
526,80,RH,10016,Grvl,Reg,HLS,AllPub,Corner,CollgCr,Feedr,Twnhs,SLvl,5,2,1995,1993,Gambrel,Wd Sdng,313.0,PConc,1253.0,753,1005,Grav,Y,562,1072,3006,2,2,2,3,1,10,0,2,561.0,189,195,86,2006,12,408745.2257065751
527,40,RL,5769,Grvl,IR2,HLS,NoSewr,CulDSac,Edwards,Feedr,2fmCon,2Story,10,2,1964,1972,Gable,VinylSd,246.0,BrkTil,722.0,905,1193,Wall,Y,760,185,2207,1,2,1,5,2,5,2,0,812.0,147,47,36,2009,4,418078.98100848706
528,30,,6343,Grvl,Reg,Low,AllPub,Corner,BrkSide,Artery,1Fam,1.5Fin,1,4,1951,1955,Flat,MetalSd,233.0,CBlock,1095.0,712,300,Grav,Y,2023,1228,2050,1,1,2,5,1,8,0,0,511.0,162,81,77,2007,1,343459.0211243084
529,30,C,19114,Pave,IR1,Lvl,AllPub,CulDSac,BrkSide,Artery,1Fam,SLvl,4,6,2010,2015,Gable,VinylSd,81.0,BrkTil,1001.0,155,373,Wall,N,1644,77,3909,2,2,2,5,2,9,0,3,86.0,442,108,87,2010,11,468248.47933113214
530,30,FV,9358,Grvl,Reg,HLS,NoSewr,Inside,CollgCr,RRAn,2fmCon,SLvl,1,4,2013,1970,Hip,VinylSd,131.0,PConc,874.0,407,707,Wall,Y,1357,1409,1262,1,2,1,1,2,8,0,2,544.0,264,262,71,2007,11,290054.828748399
531,20,RM,16921,Pave,IR1,Lvl,NoSewr,Corner,BrkSide,RRAn,Duplex,SLvl,1,9,2001,1984,Hip,HdBoard,494.0,PConc,1420.0,786,202,GasW,N,1763,193,2533,2,2,1,2,2,5,0,0,274.0,359,30,89,2009,7,336911.3376371917
532,90,RM,17098,Pave,IR1,HLS,NoSewr,Corner,NAmes,Norm,2fmCon,1.5Fin,10,4,1985,1978,Hip,,234.0,BrkTil,83.0,224,46,Wall,N,1988,1126,2471,1,3,2,4,2,11,0,2,140.0,137,55,95,2006,7,479614.6952000606
533,20,RH,14769,Pave,IR3,Bnk,NoSewr,Inside,NAmes,Feedr,2fmCon,1Story,1,6,2016,1956,Gambrel,Wd Sdng,277.0,BrkTil,739.0,579,462,GasA,N,1630,1399,2951,2,3,1,3,2,6,2,2,717.0,300,188,27,2007,4,380383.75447121053
534,20,RH,11780,Pave,IR1,HLS,NoSewr,CulDSac,NAmes,Artery,Duplex,1.5Fin,7,6,2018,2002,Hip,MetalSd,,PConc,1322.0,183,1693,Grav,N,679,286,1781,2,2,0,4,1,4,1,1,,465,4,95,2010,5,412687.01865230605
535,40,RM,17200,Grvl,IR1,Low,AllPub,FR2,BrkSide,RRAn,2fmCon,1Story,7,10,2016,1986,Hip,MetalSd,334.0,BrkTil,1316.0,194,407,Wall,Y,1539,249,3097,0,3,1,3,1,11,2,3,624.0,364,285,85,2010,10,450308.8272334175
536,70,RH,11602,Pave,Reg,Low,NoSewr,Inside,NAmes,Artery,Duplex,1.5Fin,4,10,1996,1972,Gambrel,Wd Sdng,98.0,PConc,222.0,553,1217,Grav,N,854,1224,1836,1,3,0,1,2,5,0,2,,492,277,48,2008,7,365160.9713268684
537,90,C,18286,Grvl,IR2,Lvl,NoSewr,FR2,CollgCr,RRAn,Duplex,2Story,2,1,1951,1957,Flat,HdBoard,430.0,BrkTil,792.0,395,426,Wall,Y,1433,535,3414,1,1,1,4,1,8,1,2,352.0,398,144,72,2010,6,381774.79860934283
538,80,RM,16543,Grvl,IR3,HLS,AllPub,FR2,BrkSide,Norm,2fmCon,SLvl,3,8,1993,1997,Hip,HdBoard,37.0,PConc,732.0,913,929,GasW,Y,1832,1484,2679,0,3,0,1,1,7,0,2,4.0,492,195,66,2008,4,374527.06099073973
539,60,RH,17987,Pave,IR1,Lvl,NoSewr,Inside,OldTown,Norm,Twnhs,SLvl,8,3,2013,1959,Hip,Wd Sdng,160.0,PConc,1239.0,662,1814,GasA,N,1226,299,1396,2,3,0,1,2,4,2,3,381.0,29,26,88,2006,4,391831.98144203046
540,30,RM,7349,Grvl,IR3,Lvl,NoSewr,CulDSac,BrkSide,Artery,Duplex,SLvl,8,6,1977,1973,Gambrel,VinylSd,461.0,CBlock,,595,316,Grav,Y,1088,1106,1420,2,2,2,4,1,3,2,3,,303,126,75,2009,2,399103.8824255863
541,80,FV,16794,Pave,Reg,Bnk,AllPub,FR2,CollgCr,Norm,2fmCon,1Story,6,3,2003,1996,Flat,Wd Sdng,431.0,PConc,404.0,133,1502,GasW,Y,2260,808,3402,0,1,1,4,1,11,0,2,767.0,479,134,92,2008,10,485214.6395454735
542,30,RL,10699,Pave,IR1,Bnk,NoSewr,Inside,OldTown,Artery,Duplex,1.5Fin,10,2,2016,2002,Flat,VinylSd,448.0,PConc,1192.0,308,420,Grav,Y,1104,457,2211,0,1,1,3,2,5,0,3,333.0,167,22,66,2007,2,443163.41379262717
543,40,RM,6241,Grvl,Reg,Low,NoSewr,Corner,BrkSide,RRAn,Twnhs,2Story,9,5,1985,1988,Flat,Wd Sdng,116.0,CBlock,328.0,865,1292,GasW,N,680,690,870,2,1,1,5,1,9,1,1,474.0,90,116,40,2007,12,355412.87822489376
544,30,RL,6125,Grvl,IR3,Lvl,NoSewr,Corner,NAmes,Feedr,Twnhs,1.5Fin,9,1,2012,2016,Gambrel,VinylSd,240.0,CBlock,,809,1504,GasA,N,673,1321,1755,2,3,0,1,2,11,1,3,29.0,90,7,45,2009,4,397167.8583515317
545,20,RH,15793,Pave,Reg,Low,AllPub,Corner,Edwards,Norm,1Fam,SLvl,4,9,1974,2015,Gable,HdBoard,25.0,BrkTil,769.0,961,1734,Wall,N,853,1387,2603,0,2,2,2,2,11,0,1,346.0,210,100,86,2010,5,402747.0698815808
546,90,RL,19623,Grvl,IR3,HLS,NoSewr,Inside,Edwards,RRAn,Duplex,2Story,1,7,1997,1955,Gable,Wd Sdng,135.0,BrkTil,1219.0,541,1759,GasW,Y,853,717,3820,1,1,1,3,1,8,1,1,593.0,329,260,86,2007,4,441907.6460323888
547,60,RM,14382,Grvl,Reg,Lvl,AllPub,Corner,NAmes,Feedr,Duplex,2Story,1,3,1988,1970,Hip,MetalSd,49.0,PConc,607.0,8,262,Grav,Y,1742,39,1237,2,1,2,3,2,10,0,1,,299,198,54,2008,3,306400.4968479091
548,50,FV,11764,Grvl,IR3,Lvl,NoSewr,FR2,Edwards,Feedr,2fmCon,SLvl,10,4,1996,1985,Hip,,463.0,BrkTil,525.0,986,1449,Grav,N,2178,1363,1867,0,3,2,5,1,11,0,0,747.0,173,85,81,2009,11,413671.2886079903
549,30,RH,10101,Pave,IR2,HLS,AllPub,Corner,Edwards,Feedr,Duplex,1.5Fin,5,6,1970,1952,Hip,HdBoard,293.0,BrkTil,624.0,169,165,GasW,N,1838,107,2725,1,1,0,5,1,5,0,3,494.0,133,227,10,2007,2,426422.328853402
550,80,RM,17323,Pave,Reg,HLS,NoSewr,Corner,NAmes,RRAn,1Fam,SLvl,2,3,1979,1991,Gable,MetalSd,393.0,PConc,76.0,289,1715,GasA,Y,933,1339,1837,1,2,1,1,2,8,2,2,855.0,372,178,99,2010,4,345284.2424938892
551,20,RH,18031,Grvl,Reg,Low,AllPub,FR2,NAmes,RRAn,Twnhs,1.5Fin,6,7,1980,1994,Gambrel,HdBoard,297.0,CBlock,1300.0,167,427,GasA,N,1404,1137,3983,1,1,2,3,1,7,0,1,387.0,23,239,25,2010,11,470210.4000021106
552,50,C,19052,Grvl,IR2,Low,AllPub,Corner,BrkSide,Artery,Twnhs,2Story,7,6,1975,1993,Hip,VinylSd,292.0,CBlock,919.0,343,1727,Wall,N,781,1190,2202,1,2,1,3,1,9,0,2,872.0,200,11,71,2007,5,406689.8265325948
553,60,RL,17640,Grvl,IR2,HLS,AllPub,FR2,BrkSide,Feedr,1Fam,2Story,1,9,1971,1982,Gambrel,Wd Sdng,,PConc,945.0,496,396,Wall,Y,758,260,3161,0,2,1,2,1,9,0,1,834.0,218,233,91,2009,1,365276.73803300806
554,50,C,12843,Grvl,Reg,Low,AllPub,Corner,NAmes,Feedr,Duplex,SLvl,6,5,1970,2009,Hip,HdBoard,219.0,PConc,465.0,144,1239,Grav,Y,1367,1247,2238,2,2,1,1,1,11,1,2,252.0,6,182,81,2006,1,404533.37139685545
555,20,RM,19210,Grvl,IR2,HLS,AllPub,FR2,CollgCr,Feedr,Duplex,2Story,8,4,1950,2019,Gambrel,Wd Sdng,139.0,PConc,1471.0,412,795,Grav,N,1058,1285,1284,1,3,2,1,1,3,0,0,629.0,5,281,12,2007,6,347556.0067487924
556,90,FV,5072,Pave,IR1,Lvl,AllPub,Corner,Edwards,Artery,1Fam,1Story,5,3,1986,1975,Gambrel,Wd Sdng,467.0,PConc,1343.0,739,1887,Wall,N,504,1274,968,1,3,0,5,1,8,2,1,29.0,117,189,35,2010,5,331705.9533739547
557,90,RH,19983,Grvl,IR3,Lvl,NoSewr,FR2,BrkSide,Feedr,2fmCon,2Story,7,10,1995,1970,Gable,HdBoard,48.0,PConc,1183.0,817,106,Wall,N,2097,525,3735,0,2,0,1,1,7,2,0,622.0,160,214,63,2006,11,464092.35831108375
558,70,RL,10472,Pave,IR3,Bnk,NoSewr,Inside,Edwards,RRAn,Twnhs,1Story,10,1,1958,1951,Gambrel,HdBoard,141.0,PConc,491.0,587,97,Wall,N,1095,709,1602,1,2,2,2,2,6,0,0,765.0,84,257,50,2009,4,393521.5865250598
559,90,RH,15106,Grvl,IR3,Lvl,AllPub,FR2,OldTown,Feedr,1Fam,2Story,6,3,1966,1996,Flat,HdBoard,45.0,BrkTil,312.0,734,1903,GasW,Y,2168,125,1045,0,1,1,1,1,3,0,3,710.0,365,25,75,2010,1,338964.50580251863
560,70,RM,10189,Pave,IR1,HLS,AllPub,Corner,NAmes,Norm,1Fam,SLvl,4,3,1996,1979,Gable,Wd Sdng,162.0,BrkTil,1184.0,688,1505,Wall,N,893,1229,3113,0,1,1,4,2,6,0,2,806.0,247,269,21,2009,12,453718.7584688847
561,50,RH,7472,Grvl,IR2,Low,AllPub,Corner,CollgCr,RRAn,Duplex,SLvl,7,7,2008,1976,Hip,MetalSd,284.0,BrkTil,,456,1522,GasW,N,835,1163,1648,2,1,0,4,2,9,2,1,341.0,165,81,59,2007,7,363374.9376256918
562,40,RL,16238,Pave,IR2,Bnk,AllPub,CulDSac,OldTown,Artery,Twnhs,1Story,10,7,2003,1969,Gable,VinylSd,267.0,CBlock,1169.0,700,1253,GasW,Y,562,1085,3090,1,3,2,2,1,6,1,0,808.0,427,184,1,2009,4,413824.91943105776
563,80,RM,5707,Grvl,Reg,Low,NoSewr,FR2,OldTown,Feedr,Duplex,SLvl,9,1,1961,1999,Flat,,115.0,PConc,1419.0,978,1280,Wall,Y,2316,1306,2825,2,1,2,5,2,3,1,2,286.0,144,287,55,2010,3,449560.19792498724
564,80,RH,6804,Pave,IR2,HLS,AllPub,Inside,OldTown,Norm,1Fam,2Story,10,3,2013,1972,Flat,Wd Sdng,81.0,PConc,690.0,301,42,GasA,Y,543,53,2493,0,2,0,3,2,3,0,3,396.0,30,61,39,2007,7,482483.60694488534
565,50,FV,11704,Pave,Reg,Lvl,NoSewr,FR2,NAmes,Artery,2fmCon,2Story,10,8,1955,1962,Gambrel,HdBoard,,BrkTil,88.0,45,241,GasA,Y,652,345,2150,1,2,2,1,2,3,1,2,508.0,420,29,27,2010,2,434644.0867262741
566,30,RM,8713,Pave,IR1,Bnk,NoSewr,FR2,BrkSide,Artery,Twnhs,SLvl,7,9,2002,1953,Flat,HdBoard,193.0,CBlock,734.0,893,1577,Grav,Y,2449,135,1329,0,3,2,5,1,7,2,2,243.0,394,30,76,2010,10,327809.7550693455
567,30,RM,10051,Pave,IR3,HLS,AllPub,Inside,NAmes,RRAn,1Fam,2Story,5,7,1965,1963,Flat,VinylSd,257.0,BrkTil,777.0,16,94,Wall,Y,2305,329,2418,0,3,0,5,2,9,0,3,220.0,219,292,96,2006,1,416703.1284178311
568,90,FV,15756,Pave,IR3,Bnk,AllPub,FR2,BrkSide,Artery,1Fam,1.5Fin,7,7,1954,1969,Flat,VinylSd,442.0,PConc,750.0,577,1969,Grav,Y,1353,1167,1646,0,1,0,1,2,11,1,3,155.0,132,172,2,2008,11,395234.629712758
569,80,C,7475,Pave,IR3,Bnk,NoSewr,Inside,OldTown,Artery,2fmCon,1.5Fin,3,8,1995,1962,Flat,MetalSd,272.0,PConc,1331.0,359,1789,Wall,N,2206,1459,3851,1,3,2,3,2,10,0,3,382.0,63,101,62,2009,4,447621.3214415513
570,80,RL,8610,Grvl,IR2,Lvl,NoSewr,Inside,OldTown,Artery,1Fam,2Story,2,6,1963,1952,Hip,MetalSd,393.0,BrkTil,370.0,260,187,Grav,N,1679,1305,3189,0,2,2,1,2,4,0,0,747.0,75,127,97,2009,8,387040.28884988144
571,70,C,9255,Pave,Reg,HLS,AllPub,FR2,CollgCr,Artery,1Fam,SLvl,5,3,1993,1996,Hip,VinylSd,273.0,BrkTil,450.0,122,384,GasW,Y,2001,135,2588,0,2,0,3,2,11,2,2,319.0,130,85,22,2006,6,406023.41296639014
572,40,RH,19484,Grvl,Reg,Low,AllPub,FR2,BrkSide,Feedr,Twnhs,1Story,4,1,2012,1952,Gable,Wd Sdng,277.0,PConc,166.0,230,818,Wall,N,774,812,2502,1,3,0,2,2,6,2,3,372.0,311,27,54,2009,9,372278.3686741275
573,20,FV,16015,Grvl,IR1,Bnk,AllPub,Corner,OldTown,Feedr,Twnhs,SLvl,5,7,2001,1950,Gambrel,MetalSd,82.0,BrkTil,391.0,949,1423,GasA,N,1881,851,1559,2,2,1,3,1,7,1,2,530.0,318,121,31,2006,1,371951.50216122094
574,30,,12397,Grvl,IR2,Bnk,NoSewr,Corner,Edwards,Feedr,Twnhs,1Story,8,1,1975,1973,Hip,HdBoard,57.0,PConc,735.0,636,1529,Wall,Y,925,1424,2203,0,3,2,5,2,7,2,2,214.0,360,250,83,2009,1,421146.3469982911
575,80,,6735,Grvl,IR1,Low,NoSewr,CulDSac,CollgCr,Feedr,Duplex,SLvl,4,1,2002,1984,Flat,HdBoard,52.0,BrkTil,490.0,111,1190,Grav,Y,2055,870,1597,2,2,2,2,2,6,0,0,366.0,37,60,27,2009,11,350321.18421984586
576,70,,14777,Grvl,Reg,HLS,AllPub,CulDSac,NAmes,Norm,2fmCon,2Story,9,9,1978,1963,Gambrel,Wd Sdng,0.0,CBlock,924.0,783,1806,Grav,Y,982,891,1331,2,1,0,4,1,8,2,2,113.0,53,170,7,2010,5,367051.08051050804
577,60,RH,13258,Pave,Reg,Bnk,NoSewr,FR2,CollgCr,Feedr,Twnhs,1.5Fin,7,10,1968,2016,Hip,VinylSd,215.0,PConc,1173.0,592,1148,Grav,Y,713,1472,2717,2,3,0,2,1,3,1,0,199.0,129,271,2,2006,6,397989.14673956134
578,70,C,16253,Pave,IR3,Bnk,NoSewr,Inside,Edwards,Artery,Duplex,SLvl,10,7,1996,1962,Gable,MetalSd,316.0,CBlock,1491.0,245,1696,Grav,Y,578,634,1663,2,3,1,3,2,4,1,3,24.0,217,299,93,2009,8,449069.86871931393
579,30,C,12979,Pave,IR2,Bnk,AllPub,CulDSac,BrkSide,Feedr,Duplex,1Story,7,4,1957,1996,Flat,HdBoard,227.0,BrkTil,1066.0,858,86,Grav,N,638,668,841,2,3,1,2,2,6,1,3,120.0,1,112,88,2008,3,334437.58189760725
580,30,FV,7428,Grvl,Reg,HLS,AllPub,FR2,NAmes,Feedr,2fmCon,1.5Fin,8,6,1972,1999,Gambrel,VinylSd,,CBlock,944.0,390,1844,Grav,N,1449,1293,1398,2,2,0,2,1,6,2,2,741.0,245,193,52,2006,6,397714.9883270514
